neighbour UniProt;neighbour name - universal;neighbour in CSN;neighbour in SIGNOR;neighbour in ReactomeFI;neighbour DisProt IDP;neighbour DisProt disorder content;neighbour in AlphaFold;neighbour AlphaFold average pLLDT;neighbour AlphaFold disorder %;neighbour in IUPred;neighbour IUPred long score;neighbour IUPred long disorder %;neighbour IUPred short score;neighbour IUPred short disorder %;neighbour preclinical target;neighbour MCG target;target UniProt;target name - universal;target in CSN;target in SIGNOR;target in ReactomeFI;target of small molecule;target of antibody;target DisProt IDP;target DisProt disorder content;target AlphaFold average pLLDT;target AlphaFold disorder %;target IUPred long score;target IUPred long disorder %;target IUPred short score;target IUPred short disorder %;both in CSN;both in SIGNOR;both in ReactomeFI;both in all 3;in triangle - CSN;in  triangle - SIGNOR;in  triangle - ReactomeFI;not in any triangle;no. of triangles - CSN;no. of triangles - SIGNOR;no. of triangles - ReactomeFI;no. of in cycle - CSN;no. of in  cycle - SIGNOR;no. of in  cycle - ReactomeFI;no. of in unbalanced triangle - CSN;no. of in  unbalanced triangle - SIGNOR;no. of in  unbalanced triangle - ReactomeFI;neighbour – target inhibition - CSN;target – neighbour stimulation - CSN;neighbour – target stimulation - CSN;target – neighbour inhibition - CSN;neighbour – target inhibition - SIGNOR;target – neighbour stimulation - SIGNOR;neighbour – target stimulation - SIGNOR;target – neighbour inhibition - SIGNOR;neighbour – target inhibition - ReactomeFI;target – neighbour stimulation - ReactomeFI;neighbour – target stimulation - ReactomeFI;target – neighbour inhibition - ReactomeFI;DisProt neighbour third partner - CSN;target third partner - CSN;DisProt neighbour third partner - SIGNOR;target third partner - SIGNOR;DisProt neighbour third partner - ReactomeFI;target third partner - ReactomeFI;neighbour bridgeness - CSN;neighbour betweenness - CSN;target bridgeness - CSN;target betweenness - CSN;neighbour bridgeness - SIGNOR;neighbour betweenness - SIGNOR;target bridgeness - SIGNOR;target betweenness - SIGNOR;neighbour bridgeness - ReactomeFI;neighbour betweenness - ReactomeFI;target bridgeness - ReactomeFI;target betweenness - ReactomeFI;prognostic;predisposing;diagnostic;predictive;neighbour biomarker for target?
Q13007;IL24;0;0;1;0;0;1;83.75916029;9.827278142;1;0.069;0;0.094;1.9;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;0;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0;0;0.108306;91.48035;0.0003;3231.239132;0.007896;9455.54113;1;0;1;0;0
P05112;IL4;1;1;1;0;0;1;87.1739726;4.241435563;1;0.158;0;0.176;5.9;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;1;1;1;1;0;0;1;0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.010546;1558.844458;0.000008;25.949723;0.139777;3735.923995;0.108306;91.48035;0.023985;10250.96517;0.007896;9455.54113;1;1;1;1;0
P05113;IL5;0;1;1;0;0;1;87.30927164;6.722689076;1;0.135;0;0.149;3;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000008;25.949723;0.000001;0;0.108306;91.48035;0.022858;9835.502155;0.007896;9455.54113;1;1;0;0;0
Q9Y4X5;ARIH1;0;0;1;0;0;1;81.63734668;16.55880384;1;0.271;19.9;0.243;20.1;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000642;10481.32564;0;0;6.729464;54148.31223;0.001077;1037.626301;0.037608;54779.86036;1;0;0;0;0
Q9UII4;HERC5;0;0;1;0;0;1;86.80830633;4.246258669;1;0.194;3.5;0.182;4.5;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;0;0;1;0;0;0;1;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000642;10481.32564;0;0;6.729464;54148.31223;0.062863;19286.5495;0.037608;54779.86036;1;0;0;0;0
P05161;ISG15;0;0;1;0;0;1;86.54013509;1.909307876;1;0.288;5.5;0.286;9.1;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;0;0;1;0;0;0;1;0;0;0;10;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000642;10481.32564;0;0;6.729464;54148.31223;0.342349;90938.91935;0.037608;54779.86036;1;0;1;1;0
P52564;MAP2K6;1;1;1;1;12.87;1;82.11616705;10.53231939;1;0.259;10.8;0.263;12.6;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;1;1;1;0;0;1;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.270653;2209.058127;0.000642;10481.32564;28.83372;3680.188432;6.729464;54148.31223;0.03441;66143.60146;0.037608;54779.86036;1;0;0;0;0
P23469;PTPRE;0;1;1;0;0;1;86.4221216;10.83700441;1;0.229;7.4;0.22;7.9;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.000642;10481.32564;0.012283;2682.31206;6.729464;54148.31223;0;13.211669;0.037608;54779.86036;1;0;0;0;0
P24864;CCNE1;1;1;1;1;3.41;1;79.97657681;23.59890942;1;0.27;23.4;0.252;21;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.068941;1340.513752;0.001371;7745.244079;0.000572;650.52756;0.668514;195725.6435;0.183737;7543.183814;0.942425;284291.8298;1;1;1;1;0
P36544;ALPHA7NACHR;1;1;1;0;0;1;79.06049402;14.94455645;1;0.105;1.4;0.126;3.8;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.000015;22.353979;0.001371;7745.244079;0.028653;1808.634729;0.668514;195725.6435;0.000184;62795.42209;0.942425;284291.8298;1;0;0;0;0
P01584;IL1B;1;1;1;0;0;1;75.92467094;17.70157553;1;0.236;2.2;0.273;5.2;0;1;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;10;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.00004;93.782226;0.001371;7745.244079;0.026531;6668.564124;0.668514;195725.6435;0.035437;28917.54922;0.942425;284291.8298;1;1;1;1;0
O14654;IRS4;0;1;1;0;0;1;49.03400973;72.43542043;1;0.551;55.2;0.454;48.2;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;15;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0.000567;8.346815;0.668514;195725.6435;0.005163;1952.746393;0.942425;284291.8298;1;0;0;0;0
Q14114;APOER2;1;0;1;0;0;1;73.62178311;22.54915254;1;0.217;12.8;0.185;11.4;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;0;1;0;0;0;1;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.151596;9644.291124;0.942425;284291.8298;1;0;0;0;0
Q13163;MEK5;1;1;1;0;0;1;80.92581533;14.48863636;1;0.23;12.3;0.229;10;1;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.02684;252.845223;0.001371;7745.244079;1.716192;142.62969;0.668514;195725.6435;0.000019;43.800036;0.942425;284291.8298;1;0;0;1;0
O15146;MUSK;1;1;1;0;0;1;78.97599672;14.52513966;1;0.168;0.3;0.158;1.2;1;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0.016105;4162.349353;0.668514;195725.6435;0;0;0.942425;284291.8298;0;0;0;0;0
O75747;PIK3C2G;0;0;1;0;0;1;73.70557727;20.70058239;1;0.186;6.3;0.187;6.7;1;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;0;1;0;0;0;1;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.00009;289.231639;0.942425;284291.8298;1;0;0;0;0
P10644;PRKAR1A;0;1;1;0;0;1;85.86882933;5.191798942;1;0.285;12.1;0.268;12.6;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;6;0;0;2;0;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;3.152795;8008.029274;0.668514;195725.6435;0.001451;6105.988966;0.942425;284291.8298;1;1;0;0;0
P31321;PRKAR1B;0;1;1;1;9.45;1;87.20259077;5.841584158;1;0.296;13.4;0.27;12.9;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;6;0;0;2;0;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0.416738;232.476934;0.668514;195725.6435;0.000775;3456.523495;0.942425;284291.8298;0;1;0;0;0
P31323;PRKAR2B;0;1;1;0;0;1;80.07731061;12.83076923;1;0.34;22.5;0.286;20.8;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;6;0;0;3;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;2.721994;464.953869;0.668514;195725.6435;0.002759;12527.18603;0.942425;284291.8298;0;0;0;0;0
O75159;SOCS5;0;0;1;0;0;1;61.60541026;47.50058126;1;0.387;39.7;0.348;34.1;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;0;1;0;0;0;1;0;0;0;11;0;0;3;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.000352;8142.180179;0.942425;284291.8298;1;0;0;0;0
O14512;SOCS6;0;0;1;0;0;1;56.28690192;58.1059752;1;0.539;55.9;0.459;47;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;0;1;0;0;0;1;0;0;0;9;0;0;3;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.000242;7638.732551;0.942425;284291.8298;1;0;0;0;0
Q8WXH5;SOCS7;0;0;1;0;0;1;65.01237748;44.47887324;1;0.292;13;0.258;7.3;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;0;1;0;0;0;1;0;0;0;9;0;0;3;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.000011;184.978176;0.942425;284291.8298;1;0;0;0;0
P51681;CCR5;1;1;1;0;0;1;85.29438809;12.16783217;1;0.026;0;0.058;3.1;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000025;76.153652;0.000015;553.689357;0.000435;4911.851571;2.979032;14296.09861;0.065142;53843.95797;0.011023;20558.58677;1;1;0;1;0
P32248;CCR7;0;1;1;0;0;1;78.59166665;10.82337317;1;0.025;0;0.05;3.4;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000015;553.689357;0;0;2.979032;14296.09861;0.021129;38621.8696;0.011023;20558.58677;1;0;1;0;0
P25024;CXCR1;0;1;1;1;15.43;1;78.48027483;9.7465191;1;0.034;0;0.074;4;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000015;553.689357;0.084004;4161;2.979032;14296.09861;0.57273;28423.8905;0.011023;20558.58677;1;0;1;0;0
P61073;CXCR4;1;1;1;1;15.91;1;82.80838915;12.25944405;1;0.056;0;0.108;9.4;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;1;1;1;1;0;0;1;0;0;0;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000001;0;0.000015;553.689357;3.092748;13963.12195;2.979032;14296.09861;0.055609;174829.5377;0.011023;20558.58677;1;0;1;1;0
P01116;KRAS;0;1;1;1;17.99;1;92.28097555;0.856954515;1;0.239;0;0.251;4.2;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;1;1;0;0;0;1;0;0;0;39;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000015;553.689357;37.738987;25201.05111;2.979032;14296.09861;1.141038;250448.7693;0.011023;20558.58677;1;1;1;1;1
P42702;LIFR;0;1;1;0;0;1;73.9403606;24.4947175;1;0.277;16;0.248;12.7;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;1;1;0;0;0;1;0;0;0;36;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000015;553.689357;0.265391;16967.41753;2.979032;14296.09861;0.000361;2446.533939;0.011023;20558.58677;1;0;0;0;0
O14544;SOCS6;0;1;1;0;0;1;54.74505146;61.63597226;1;0.433;35.5;0.387;27.3;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;1;1;0;0;0;1;0;0;0;7;0;0;6;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.000015;553.689357;0.000035;0;2.979032;14296.09861;0.000017;474.789692;0.011023;20558.58677;1;0;0;0;0
O75159;SOCS5;0;0;1;0;0;1;61.60541026;47.50058126;1;0.387;39.7;0.348;34.1;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;0;1;0;0;0;1;0;0;0;10;0;0;6;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.000015;553.689357;0;0;2.979032;14296.09861;0.000352;8142.180179;0.011023;20558.58677;1;0;0;0;0
O14512;SOCS6;0;0;1;0;0;1;56.28690192;58.1059752;1;0.539;55.9;0.459;47;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;0;1;0;0;0;1;0;0;0;7;0;0;6;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.000015;553.689357;0;0;2.979032;14296.09861;0.000242;7638.732551;0.011023;20558.58677;1;0;0;0;0
Q8WXH5;SOCS7;0;0;1;0;0;1;65.01237748;44.47887324;1;0.292;13;0.258;7.3;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;0;0;1;0;0;0;1;0;0;0;7;0;0;6;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.000015;553.689357;0;0;2.979032;14296.09861;0.000011;184.978176;0.011023;20558.58677;1;0;0;0;0
Q92667;AKAP1;0;0;1;0;0;1;56.94671846;58.31748354;1;0.439;42.6;0.362;35.3;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.001182;251.598828;0;0;1.202224;25468.33592;0;0;0.020383;22724.7559;1;1;1;0;0
P15514;AREG;0;1;1;0;0;1;67.76264064;18.1678608;1;0.483;46;0.39;47.2;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.001182;251.598828;0.190637;7468.609529;1.202224;25468.33592;0.009411;11703.60048;0.020383;22724.7559;1;1;1;1;0
P84077;ARF1;1;1;1;0;0;1;83.13507874;6.520247083;1;0.148;0;0.15;3.3;1;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;1;1;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000011;2379;0.001182;251.598828;0.000666;0;1.202224;25468.33592;0.007531;12448.35093;0.020383;22724.7559;1;0;0;1;1
P50570;DNM2;0;1;1;0;0;1;78.58555566;15.28763947;1;0.354;23.1;0.3;18.9;1;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;9;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.001182;251.598828;0.015538;8559.427388;1.202224;25468.33592;0.007588;78047.31879;0.020383;22724.7559;1;0;1;0;0
P20827;EFNA1;0;1;1;0;0;1;79.85003554;15.89285714;1;0.253;11.7;0.256;12.7;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.001182;251.598828;7.806016;17348.90601;1.202224;25468.33592;0.003938;19413.42413;0.020383;22724.7559;1;0;1;0;0
O43921;EFNA2;0;1;1;0;0;1;81.34882091;12.67772512;1;0.22;0.9;0.249;3.3;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001182;251.598828;3.84571;6452.367486;1.202224;25468.33592;0.000003;871.074006;0.020383;22724.7559;1;0;0;0;0
P52797;EFNA3;0;1;1;0;0;1;74.1268442;22.84946237;1;0.23;6.7;0.234;5;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001182;251.598828;5.308406;10374.09954;1.202224;25468.33592;0.000003;803.735792;0.020383;22724.7559;1;0;0;0;0
P52803;EFNA5;0;1;1;0;0;1;79.80091806;16.09071274;1;0.179;9.2;0.207;10.1;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001182;251.598828;3.844673;7648.911883;1.202224;25468.33592;0.001037;2793.779656;0.020383;22724.7559;0;0;0;0;0
Q99814;EPAS1;0;1;1;0;0;1;59.4189603;52.47744417;1;0.413;34.3;0.363;29.3;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.001182;251.598828;0.000064;0;1.202224;25468.33592;0.168334;19322.97187;0.020383;22724.7559;1;1;1;1;0
Q9UKB1;FBXW11;0;1;1;0;0;1;86.14083132;13.73449701;1;0.141;0.9;0.141;3.1;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.001182;251.598828;5.825097;7695.044536;1.202224;25468.33592;0.078;27505.64106;0.020383;22724.7559;1;0;0;0;0
P07332;FES;0;1;1;0;0;1;89.69391595;6.017322595;1;0.309;15.3;0.274;15.5;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.001182;251.598828;7.551034;139.722985;1.202224;25468.33592;0.000024;7536.996858;0.020383;22724.7559;1;0;1;0;0
P49771;FLT3LG;0;1;1;0;0;1;82.04150071;12.4260355;1;0.211;11.9;0.219;15.7;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001182;251.598828;0.000149;0;1.202224;25468.33592;0.005252;1003.965176;0.020383;22724.7559;1;0;0;0;0
P39905;GDNF;1;1;1;1;18.96;1;75.02626762;18.84406984;1;0.363;32.7;0.335;35.1;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;1;1;1;1;0;0;1;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000264;851.203026;0.001182;251.598828;0.000897;8321;1.202224;25468.33592;0.003192;7220.372761;0.020383;22724.7559;1;0;1;0;0
P01308;Ins;1;1;1;0;0;1;53.4416449;47.91418355;1;0.109;0;0.151;3.6;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;1;1;1;1;0;0;1;0;0;0;6;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000031;0;0.001182;251.598828;0.027495;4559.869956;1.202224;25468.33592;2.893464;127621.347;0.020383;22724.7559;1;1;1;1;1
P46940;IQGAP;1;1;1;0;0;1;78.73477016;7.173978365;1;0.272;10.1;0.227;7.5;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;1;1;1;1;0;0;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.00008;0;0.001182;251.598828;0.05949;4269.145204;1.202224;25468.33592;0.003024;4730.033848;0.020383;22724.7559;1;0;1;1;0
P56199;ITGA1;1;0;1;0;0;1;84.10378026;3.613802112;1;0.235;2.1;0.201;0.7;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;1;0;1;0;0;0;1;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.041404;3039.737237;0.001182;251.598828;0;0;1.202224;25468.33592;0.187453;5160.070592;0.020383;22724.7559;1;1;1;0;0
P06756;ITGAV;0;0;1;1;2.86;1;88.19029753;7.798726738;1;0.219;5;0.193;3.8;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;0;1;0;0;0;1;0;0;0;31;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0.001182;251.598828;0;0;1.202224;25468.33592;0.136372;50084.39724;0.020383;22724.7559;1;1;1;1;0
P05106;ITGB3;0;1;1;1;6.6;1;87.49597517;3.597359736;1;0.177;4.2;0.159;5.7;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;33;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0.001182;251.598828;5.309078;18885.56455;1.202224;25468.33592;0.140813;86094.02829;0.020383;22724.7559;1;1;1;0;0
P21583;KITLG;0;1;1;1;9.89;1;72.42966824;17.69585253;1;0.219;11.7;0.216;11.7;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;0;1;1;0;0;0;1;0;0;0;8;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.001182;251.598828;0.000035;0;1.202224;25468.33592;0.004279;9570.114402;0.020383;22724.7559;1;1;1;0;0
Q15759;MAPK11;1;1;1;0;0;1;89.96470298;3.879162376;1;0.245;12.4;0.239;14.8;0;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;1;1;1;1;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.039044;357.522235;0.001182;251.598828;5.464295;3801.545918;1.202224;25468.33592;3.117007;372542.7047;0.020383;22724.7559;0;0;0;0;0
P53778;p38gamma;1;1;1;1;3.81;1;88.28537449;5.116909522;1;0.22;7.4;0.213;9.8;1;0;P35968;KDR;1;1;1;1;1;0;0;72.17869777;24.19430612;0.261;10.3;0.235;9.1;1;1;1;1;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000428;4.568317;0.001182;251.598828;7.084742;8198.097427;1.202224;25468.33592;0.105089;128765.0025;0.020383;22724.7559;1;0;1;0;0
